ID,SeasonCode,ProductCode,CycleCode,CountryCode,Biz_unit_Code,CatCode,SubCatCode,UnitBaseCode,GenderCode,GroupCode,ColourCode,First_Sale_Date,PVP,Dist_phase,Units_Sold,Stock
55C19921,5,36,2,2,3,3,10,492,2,8,11,20160126,9.00,2,62,102
55C14234,5,1,2,2,4,4,12,171,1,8,1,20160207,5.00,7,94,143
55C17F95,5,1,2,2,3,3,11,107,1,8,2,20160107,5.00,0,77,56
55C15250,5,1,2,2,4,4,12,171,1,8,2,20160112,5.00,0,48,184
55C2E452,5,33,2,7,4,15,41,143,1,9,11,20160208,6.50,1,26,191
55C2C016,5,33,2,7,4,15,40,142,1,9,2,20160119,6.50,0,17,157
55C2C622,5,33,2,7,4,15,40,142,1,9,2,20160117,5.00,0,15,174
55E84B27,5,3,1,4,3,3,8,25,1,10,1,20151231,5.00,4,50,58
55EA2A06,5,33,2,1,4,15,41,163,1,8,11,20160216,9.00,2,30,90
56053226,5,10,2,4,4,4,9,14,2,9,2,20160302,4.00,3,92,174
5604C012,5,6,2,2,4,4,9,339,2,2,11,20160401,9.00,1,30,191
56049B75,5,64,2,1,3,8,37,135,1,8,9,20160311,1.50,0,22,2
56053B35,5,10,2,4,4,4,9,14,2,9,5,20160303,4.00,4,148,99
56054D53,5,10,2,4,3,3,10,15,2,9,2,20160301,4.00,2,50,174
5604F363,5,9,2,4,3,3,10,241,2,8,2,20160407,6.50,4,33,145
5604D331,5,9,2,2,4,4,9,188,2,2,11,20160319,9.00,0,56,162
5604E549,5,9,2,4,4,4,9,188,2,8,2,20160318,8.00,0,139,51
55FD1F59,5,6,2,7,4,4,12,44,1,9,2,20160612,6.50,49,2,6
55FF2C84,5,6,2,2,4,4,12,154,1,8,5,20160317,9.00,0,88,196
55C77117,5,13,2,2,3,3,8,108,1,8,1,20151231,6.50,4,13,140
55C74270,5,4,2,4,4,4,12,152,1,9,2,20160122,8.00,0,30,179
55C62C92,5,22,2,7,4,4,9,101,2,8,11,20160215,8.00,1,149,90
56023864,5,9,2,2,4,4,12,155,1,2,1,20160311,8.00,12,38,38
56021630,5,7,2,2,4,4,12,186,1,8,9,20160301,8.00,2,78,87
5.60E+58,5,7,2,2,4,4,12,186,1,8,5,20160304,8.00,5,9,454
55E21840,5,1,2,5,3,3,6,489,1,2,8,20160116,9.00,0,29,149
55E15848,5,82,2,1,3,8,16,82,1,9,8,0,5.50,0,0,0
55E13412,5,31,2,1,3,8,25,81,2,9,13,20160113,8.00,0,48,147
55E2C008,5,6,1,1,4,4,12,44,1,10,5,20160208,5.00,1,39,215
55E2CB19,5,6,1,1,4,4,12,44,1,10,11,20160208,5.00,1,63,152
55E15F55,5,125,2,1,3,8,25,444,1,8,2,20160112,9.00,0,52,13
55E1AA30,5,33,2,2,3,8,25,249,2,8,2,20160106,6.50,0,14,83
559C0E10,5,6,1,4,4,4,12,44,1,10,8,20160201,3.00,1,79,64
559C2028,5,6,1,4,4,4,12,44,1,10,3,20160202,3.00,2,57,52
55C16F79,5,22,2,2,4,4,12,171,1,8,11,20160111,8.00,0,84,145
55C16670,5,16,2,2,4,4,12,171,1,8,1,20160112,5.00,0,28,260
55A2DB51,5,10,2,4,3,3,10,15,2,9,4,20160108,5.00,0,90,99
55BAAA46,5,13,2,2,4,4,12,77,1,9,2,20160104,5.00,8,97,167
568FAC76,5,9,2,1,3,3,10,210,2,8,2,20160330,4.00,3,77,29
56A51759,5,9,2,1,3,3,10,210,2,8,2,20160509,4.00,9,115,78
55D71622,5,1,1,4,3,3,10,109,2,10,2,20151230,2.00,3,65,217
55D71C28,5,1,1,4,4,4,9,95,2,10,3,20160103,2.00,7,109,458
55D9EB47,5,9,2,7,4,4,9,246,2,2,11,20160302,6.50,3,10,287
55D6CC48,5,2,1,4,4,4,9,100,2,10,11,20160126,3.00,2,22,423
55D73755,5,2,1,4,3,3,10,98,2,10,2,20160219,3.00,0,27,238
56A4F828,5,9,2,1,4,4,9,211,2,8,2,20160510,6.50,2,17,262
56A52371,5,9,2,1,4,4,9,211,2,8,2,20160510,6.50,2,41,170
56A44347,5,56,2,1,4,10,9,396,2,10,2,0,1.00,0,0,0
56A44751,5,56,2,1,4,10,9,396,2,10,2,0,1.00,0,0,0
56A58367,5,9,2,1,3,3,10,210,2,8,2,20160527,4.00,2,131,220
56A9F606,5,9,2,2,3,3,10,241,2,8,5,20160504,8.00,10,28,276
56CBE189,5,34,2,4,3,3,11,90,2,8,2,20160530,5.00,3,140,173
56CC7234,5,16,2,4,4,4,12,46,1,9,1,20160524,2.50,4,215,474
56CC6925,5,16,2,4,4,4,12,46,1,9,1,20160505,2.00,0,88,743
56CBF812,5,16,2,4,3,3,11,232,2,8,10,20160530,4.00,3,96,256
56CC4B95,5,16,2,4,4,4,12,46,1,9,1,20160509,2.00,1,188,667
56CC3A78,5,16,2,4,4,4,12,46,1,8,5,20160522,3.00,2,118,293
56DB5747,5,87,2,4,4,4,9,230,2,8,1,20160509,5.00,1,65,469
56DC0521,5,9,2,1,4,4,12,155,1,2,2,20160505,9.00,0,110,206
55E45109,5,1,2,4,3,3,6,489,1,8,2,20151229,6.50,2,26,169
55E0FE58,5,33,2,1,3,8,25,258,2,8,2,0,6.50,0,0,0
55E48864,5,20,2,1,3,8,16,37,1,9,13,20160209,4.50,2,8,464
55E57A06,5,3,2,5,3,3,10,117,2,2,2,20160109,8.00,0,32,272
55E12D05,5,19,2,1,3,8,16,39,1,8,2,20160126,6.50,2,30,178
55E27230,5,36,2,1,3,3,8,174,1,8,11,20160208,8.00,1,147,28
55E0F751,5,30,2,1,3,8,25,81,2,9,1,20160112,5.00,0,32,118
55E14529,5,82,2,1,3,8,15,35,2,9,13,0,5.50,0,0,0
55E32D17,5,1,2,4,4,4,12,93,1,9,1,20160114,4.00,0,37,419
55E4F674,5,10,1,1,4,4,9,14,2,10,1,20160201,7.50,1,29,170
56185828,5,33,2,2,3,8,24,201,1,8,1,20160517,6.50,9,23,183
56184206,5,7,2,2,3,3,8,190,1,2,2,20160322,9.00,0,107,115
561B1327,5,16,2,4,4,4,9,26,2,8,11,0,4.00,0,0,0
5619B375,5,9,1,4,4,4,12,155,1,10,8,20160427,5.00,0,84,143
56199C52,5,9,1,4,4,4,12,155,1,10,2,20160505,5.00,0,167,202
56199A50,5,9,1,4,4,4,12,155,1,10,10,20160429,5.00,0,37,508
5619B880,5,9,1,4,4,4,12,155,1,10,2,20160505,5.00,0,253,179
55E84117,5,3,1,4,3,3,8,25,1,10,2,20160102,5.00,6,59,58
55E82E98,5,1,2,5,4,4,9,348,2,9,4,20160112,6.50,0,31,386
55E9FD61,5,10,1,2,4,4,9,14,2,10,2,20160201,9.00,1,55,140
5619C896,5,9,1,4,4,4,12,155,1,10,1,20160426,5.00,0,21,293
56184A14,5,33,2,2,3,8,24,201,1,8,1,20160511,7.50,3,15,150
561C7E90,5,2,2,7,3,3,10,112,2,2,13,20160314,5.00,1,83,178
56114416,5,10,2,2,3,3,10,15,2,8,5,20160319,6.50,0,25,155
56CFF533,5,34,2,4,3,3,8,242,1,8,2,20160509,4.00,1,24,300
56D06545,5,24,1,4,3,3,8,223,1,10,1,20160505,1.50,5,164,122
56CFD096,5,36,2,4,4,4,12,122,1,8,2,20160513,5.00,5,13,439
56D05630,5,24,1,4,3,3,8,223,1,10,10,20160506,1.50,6,107,181
56DBFF15,5,90,1,4,3,3,10,213,2,9,3,0,4.00,0,0,0
55BFCD61,5,64,2,1,3,8,37,135,1,8,8,20160224,2.50,0,39,147
55BFCB59,5,64,2,1,3,8,37,135,1,8,4,20160224,2.50,0,36,141
55C08343,5,64,2,1,3,8,36,134,2,8,11,20160227,2.50,0,11,86
55C19416,5,1,2,2,3,3,10,318,2,8,1,20160208,5.00,1,46,115
55C13925,5,1,2,2,4,4,12,171,1,8,1,20160111,5.00,0,105,112
55C15D61,5,16,2,2,4,4,12,171,1,8,11,20160112,5.00,0,50,201
55C2CF31,5,33,2,7,4,15,40,142,2,9,2,20160123,5.00,0,0,0
55C21444,5,36,1,2,3,3,11,414,2,10,2,20151230,6.50,0,44,221
55C21141,5,1,2,2,4,4,9,101,2,2,2,20151231,7.50,4,71,129
55C2EB59,5,33,2,7,4,15,41,143,1,9,11,0,6.50,0,0,0
55C2B909,5,33,2,7,4,15,40,142,2,9,11,20160116,6.50,0,22,160
586C0723,5,6,2,5,3,3,11,431,2,8,2,20160509,4.00,1,207,68
56A51456,5,9,2,1,3,3,10,210,2,8,10,20160511,4.00,11,117,109
56027626,5,13,2,2,4,4,12,77,1,2,1,20160305,8.00,0,48,133
55E45D21,5,1,2,4,3,3,10,344,2,9,4,20151230,6.50,3,53,269
55E10C72,5,33,2,1,3,8,25,258,1,8,2,20160114,6.50,0,21,105
55E32408,5,22,2,4,4,4,12,93,1,9,1,20160113,4.00,0,76,287
55E42F75,6,1,1,4,3,3,10,344,2,10,2,20160107,5.00,0,19,241
55E2E545,5,6,1,1,4,4,12,44,1,10,2,20160209,5.00,2,79,269
55E43985,5,34,2,5,3,3,11,105,1,2,11,20160104,10.00,4,81,93
55E46731,5,1,2,4,3,3,10,344,2,9,3,20160115,6.50,0,25,210
55E2F359,5,33,2,2,4,15,41,143,1,8,1,0,8.00,0,0,0
55E57298,5,3,2,5,3,3,8,25,1,2,2,20151230,9.00,3,31,201
55E1AF35,5,33,2,2,3,8,24,201,1,8,2,20160110,6.50,0,13,69
55E3DA90,5,1,1,4,4,4,9,348,2,10,4,20160104,5.00,4,68,391
55E3CA74,5,1,1,4,4,4,9,348,2,10,5,20160104,5.00,4,42,395
55E21E46,5,3,1,5,3,3,6,10,1,10,8,20160104,9.00,8,67,113
55E3B452,5,1,2,5,4,4,9,348,2,2,2,20160104,9.00,4,53,327
55E33626,5,1,2,4,3,3,8,162,2,2,2,0,5.00,0,0,0
55E24282,5,1,2,5,3,3,11,458,1,2,2,20160112,9.00,0,27,206
55E45715,5,87,2,4,3,3,6,525,1,2,11,20160109,11.50,0,8,257
56120206,5,92,2,1,4,15,43,164,2,8,13,20160327,4.00,14,25,29
56114F27,5,16,2,4,4,15,40,247,2,9,2,20160408,3.00,5,29,56
56116C56,5,16,2,4,4,15,41,248,1,8,3,20160406,3.00,3,23,182
56116549,5,16,2,4,4,15,41,248,1,8,1,20160406,3.00,3,15,148
56102C36,5,9,2,1,4,4,9,243,2,8,2,20160406,6.50,3,37,262
563D8D53,5,9,1,1,3,3,10,241,2,10,5,20160329,5.00,2,38,152
563D7327,5,9,1,1,3,3,8,498,2,10,2,20160311,4.00,0,83,173
563AA206,5,9,2,1,3,3,10,542,2,8,2,20160308,5.00,9,51,70
563D7C36,5,9,1,1,3,3,10,241,2,10,1,20160330,5.00,3,19,211
563CD670,5,16,2,2,4,4,9,167,2,8,1,20160319,5.00,6,24,69
56408412,5,19,2,1,3,8,15,38,2,8,2,20160419,6.50,2,31,139
565C2787,5,16,2,4,3,3,8,217,2,9,1,20160426,2.50,0,101,118
5696BE86,5,9,2,1,4,4,9,211,2,8,11,20160510,5.00,2,19,161
56968F39,5,34,2,2,3,3,8,242,1,2,2,20160504,6.50,4,96,132
5696EC32,5,9,1,4,3,3,10,210,2,10,2,20160510,3.00,10,119,97
567CA303,5,10,2,1,4,4,9,14,2,2,2,20160307,9.00,8,256,138
56219694,5,1,2,1,4,4,9,95,2,2,2,20160301,7.50,2,97,198
561FCB35,5,16,2,4,4,4,12,46,1,9,8,20160404,4.00,1,149,117
567C9185,5,10,2,1,4,4,9,14,2,2,1,20160308,9.00,9,276,102
567C8B79,5,10,2,1,4,4,9,14,2,2,11,20160308,8.00,9,123,191
55F28646,6,25,2,4,4,4,9,127,2,8,2,20160315,9.00,2,131,226
5676AD77,5,6,1,4,4,4,12,44,1,10,2,20160422,2.50,5,105,180
5676D820,5,6,1,4,4,4,12,44,1,10,8,20160419,2.50,2,232,604
5676A165,5,6,1,4,4,4,12,44,1,10,1,20160419,2.50,2,145,609
56769A58,5,6,1,4,4,4,12,44,1,10,2,20160419,2.50,2,184,606
5693B004,5,80,2,1,3,8,15,500,2,8,1,20160419,3.50,2,8,146
5693B610,5,80,2,1,3,8,16,486,1,8,1,20160419,3.50,2,13,103
56A10F27,5,16,2,4,4,4,9,26,2,8,1,20160325,4.00,5,25,455
56BF8D33,5,48,2,2,3,3,6,189,1,2,8,20160323,10.00,0,27,361
56DB6359,5,36,2,4,4,4,9,230,2,8,2,20160510,5.00,2,195,463
566E6052,5,9,2,2,4,4,9,188,2,2,5,20160415,10.00,5,26,274
56638977,5,25,2,1,3,3,10,153,2,2,2,20160225,9.00,0,32,183
566F9662,5,2,2,16,3,3,10,112,2,2,1,20160317,5.00,0,88,57
566F8343,5,2,2,7,4,4,9,45,2,2,2,20160315,6.50,2,234,114
569A8F63,5,9,2,4,4,4,9,188,2,9,2,20160405,6.50,5,91,203
5698AA78,5,44,2,1,3,3,8,215,2,9,2,20160512,2.00,12,7,355
56990B75,5,53,2,1,3,3,8,215,2,9,2,20160509,3.00,9,24,237
569AA888,5,9,2,2,4,4,12,155,1,8,8,20160422,8.00,5,171,226
565A4D13,5,33,2,1,4,15,40,159,2,8,2,20160524,6.50,4,60,87
565A4606,5,33,2,1,4,15,40,159,2,8,4,20160509,6.50,1,54,117
565A6537,5,33,2,1,4,15,41,163,1,8,1,20160405,6.50,0,39,116
565A6D45,5,33,2,1,4,15,41,163,1,8,1,0,6.50,0,28,114
565A5D29,5,33,2,1,4,15,40,159,2,8,2,20160525,6.50,5,36,57
565A5420,5,33,2,1,4,15,40,159,2,8,1,20160524,6.50,4,59,252
565DC399,5,16,2,4,4,4,9,26,2,9,5,20160319,2.50,0,176,154
561FD949,5,16,2,4,4,4,12,46,1,9,5,20160404,4.00,1,112,116
56200997,5,16,2,4,3,3,10,104,2,9,2,20160305,2.50,13,29,259
561FFB83,5,16,2,4,3,3,10,104,2,9,1,20160324,2.00,0,78,52
56221016,5,16,2,4,3,3,10,104,2,8,3,20160510,4.00,2,101,255
561FED69,5,16,2,4,3,3,10,104,2,9,11,20160324,2.00,0,61,42
564F8048,5,7,2,2,3,3,8,190,1,2,10,20160330,9.00,3,14,307
55F26008,5,25,2,7,4,4,9,127,2,2,5,20160319,10.00,6,3,3
55F27A34,6,25,2,4,4,4,9,127,2,8,2,20160315,9.00,2,188,195
564F6319,5,13,2,2,3,3,6,277,1,2,2,20160329,6.50,2,49,147
564F7335,5,7,2,2,3,3,6,13,1,2,2,20160319,9.00,6,35,119
56AE6844,5,33,2,5,4,15,41,143,1,2,3,20160603,9.00,1,39,57
566F7A34,5,2,2,7,4,4,9,45,2,2,1,20160316,6.50,3,162,167
5627D189,5,16,2,4,4,4,9,26,2,9,1,20160311,2.50,0,137,149
56272F27,5,33,2,1,3,8,25,249,1,8,11,20160417,5.00,7,16,189
5627AE54,5,16,2,4,4,4,12,46,1,8,1,20160308,5.00,2,223,76
56273D41,5,33,2,1,3,8,25,249,1,8,13,20160412,6.50,2,38,42
5696FF51,5,10,2,2,3,3,10,15,2,2,2,20160501,6.50,7,16,313
565A7452,5,33,2,1,4,15,41,163,1,8,1,20160411,6.50,1,34,114
565C2282,5,16,2,4,3,3,8,217,1,9,1,20160426,2.50,0,64,240
56988339,5,44,2,1,4,4,12,214,1,9,5,20160511,2.00,3,63,246
56992703,5,53,2,1,4,4,12,214,1,9,5,20160508,3.00,0,76,248
5698E436,5,5,2,1,4,4,12,214,1,9,2,0,3.00,0,0,0
56991484,5,53,2,1,3,3,8,215,1,9,2,20160511,3.00,11,68,194
569A1036,5,34,2,1,3,3,8,242,2,8,2,20160502,9.00,2,88,158
56DBC961,5,87,1,4,3,3,10,213,2,9,3,0,3.00,0,0,0
561FC428,5,2,2,4,4,4,9,45,2,2,2,20160318,5.00,0,45,82
564E6262,5,41,2,1,4,15,33,518,1,2,13,20160402,2.00,20,15,200
57460D65,5,10,2,1,3,3,10,15,1,8,12,20160617,6.50,0,0,1
5.75E+18,5,10,2,1,4,4,9,14,2,2,12,20160806,8.00,0,0,0
57468585,5,10,2,1,3,3,10,15,2,2,11,0,8.00,0,0,0
57466F63,5,10,2,1,3,3,10,15,1,2,1,0,8.00,0,0,0
57466351,5,10,2,1,4,4,9,14,2,2,1,0,8.00,0,0,0
57464B27,5,10,2,1,4,4,9,14,2,2,1,0,8.00,0,0,0
57462F99,5,10,2,1,4,4,9,14,2,2,1,20160528,8.00,0,0,0
57467468,5,10,2,1,3,3,10,15,1,2,1,20160713,8.00,12,0,0
57461472,5,10,2,1,3,3,10,15,1,2,2,0,8.00,0,0,0
57465840,5,10,2,1,4,4,9,14,2,2,11,0,8.00,0,0,0
579A6B63,5,16,2,2,4,4,9,167,2,8,1,20160516,4.00,1,745,82
579CFF23,5,33,2,2,4,15,40,159,2,8,11,20160523,5.00,3,269,118
579CF008,5,33,2,2,3,8,25,258,2,8,1,20160518,5.00,3,86,522
579A7E82,5,9,2,2,4,4,9,323,2,8,4,20160516,4.00,1,563,95
579D0D37,5,33,2,2,4,15,41,163,1,8,8,20160525,5.00,5,255,195
579AB638,5,16,2,2,4,4,12,171,1,8,5,20160516,4.00,1,482,110
579A8589,5,9,2,2,4,4,9,323,2,8,2,20160516,4.00,1,535,156
579AA117,5,16,2,2,4,4,12,171,1,8,8,20160516,4.00,1,690,96
579C3420,5,104,2,2,4,15,43,164,2,8,11,20160528,3.50,3,167,285
570C9250,5,6,2,5,4,4,12,44,1,9,8,20160204,4.00,4,57,120
57095B27,5,7,2,2,4,4,12,186,1,8,8,0,13.00,0,0,0
570CE937,5,6,2,5,4,4,12,44,1,9,1,20160116,4.00,0,49,183
5.71E+98,5,7,2,2,4,4,12,186,1,2,1,0,13.00,0,0,0
5709C533,5,87,2,2,4,4,12,539,1,2,8,0,13.00,0,0,0
570CA569,5,6,2,5,4,4,12,44,1,9,11,20160115,4.00,0,42,359
57097452,5,7,2,2,4,4,12,186,1,8,2,0,13.00,0,0,0
56EBA420,5,34,2,4,3,3,6,89,1,8,2,20160510,5.00,2,33,353
56EBBB43,5,34,2,4,3,3,6,89,1,8,10,20160511,5.00,3,34,245
56EADD21,5,16,2,4,4,4,9,26,2,9,2,20160416,2.00,6,112,768
56EAFA50,5,7,2,4,4,4,12,233,1,9,2,20160509,3.00,1,159,88
56F7CD33,5,16,2,5,4,4,9,167,2,8,2,20160202,5.00,2,64,81
56F8D496,5,87,2,4,3,3,8,407,1,8,10,20160510,5.00,2,38,155
570CAB75,5,6,2,5,4,4,12,44,1,9,10,20160210,4.00,17,8,288
56E7BA18,5,91,2,1,3,3,10,61,2,2,2,0,9.00,0,0,0
56EB0561,5,7,2,4,4,4,12,233,1,9,1,20160509,3.00,1,220,187
56EB1E86,5,7,1,4,4,4,12,233,1,10,2,20160609,4.00,1,231,288
56EB0965,5,7,1,4,4,4,12,233,1,10,2,20160609,4.00,1,169,328
56EB2694,5,7,1,4,4,4,12,233,1,10,10,20160609,4.00,1,98,425
56EAD513,5,16,2,4,4,4,9,26,2,9,1,20160414,2.00,4,38,716
57462791,5,10,2,1,3,3,10,15,1,2,1,0,8.00,0,0,0
57467B75,5,10,2,1,3,3,10,15,2,2,9,0,8.00,0,0,0
571B4210,5,5,2,4,3,3,8,544,1,10,2,20160412,3.00,2,26,166
579D1444,5,33,2,2,4,15,41,163,1,8,2,20160528,5.00,3,103,462
579AD771,5,16,2,2,3,3,8,170,1,8,8,20160517,3.00,2,133,356
579ADB75,5,16,2,2,3,3,8,170,1,8,11,20160517,3.00,2,87,356
579AE181,5,16,2,2,3,3,8,170,1,8,2,20160517,3.00,2,77,359
579AE686,5,16,2,2,3,3,8,170,1,8,1,20160519,3.00,4,81,382
579AEB91,5,7,2,2,3,3,8,170,1,8,11,20160517,5.00,2,61,352
579CF816,5,33,2,2,3,8,24,250,1,8,1,20160516,5.00,1,110,433
579D0630,5,33,2,2,4,15,40,159,2,8,4,20160525,5.00,5,367,79
57410173,5,33,2,2,4,15,41,163,1,8,8,20160308,6.50,2,32,226
5709B113,5,7,2,2,3,3,8,190,2,2,14,20160614,14.00,0,0,1
5709A096,5,7,2,2,4,4,12,186,1,2,14,0,15.00,0,0,0
57096941,5,7,2,2,4,4,12,186,1,8,3,0,13.00,0,0,0
570C6404,5,6,2,5,4,4,12,44,1,9,11,20160203,4.00,3,65,151
57098B75,5,7,2,2,3,3,8,190,2,8,3,0,11.50,0,0,0
5709B719,5,34,2,2,4,4,12,154,1,2,3,0,11.50,0,0,0
570CC905,5,6,2,5,4,4,12,44,1,9,11,20160130,4.00,6,33,118
5756A816,5,9,2,1,4,4,9,188,2,2,2,0,8.00,0,0,1
5756D056,5,9,2,1,3,3,10,241,2,8,1,0,6.50,0,1,0
5680D375,5,5,2,2,4,4,12,18,1,9,2,20160407,6.50,7,30,279
5682AA46,5,9,1,2,3,3,6,545,1,10,3,20160329,3.00,16,29,268
5682E909,5,36,2,2,3,3,10,429,2,8,2,20160331,6.50,4,23,111
56832D77,5,5,2,2,3,3,8,59,1,9,2,20160312,6.50,13,32,183
5682AE50,5,9,1,2,3,3,6,545,1,10,2,0,3.00,0,36,289
5.64E+06,5,16,2,4,4,4,12,46,1,9,10,20160401,2.50,1,96,94
56426795,5,16,2,4,4,4,12,46,1,9,2,20160401,2.50,1,123,200
56427913,5,16,2,4,4,4,12,46,1,9,1,20160401,2.50,1,278,74
56411B63,5,13,2,2,4,4,12,77,1,2,1,20160330,8.00,17,22,342
56428222,5,16,2,4,4,4,12,46,1,9,5,20160401,2.50,1,84,237
56545585,5,6,2,2,4,4,12,154,1,2,2,20160329,10.00,2,107,197
56543149,5,9,2,2,4,4,9,188,2,8,2,20160407,8.00,7,16,252
56541622,5,10,2,2,4,4,9,14,2,8,2,20160405,6.50,5,46,370
56542537,5,9,2,2,4,4,9,188,2,8,9,20160406,8.00,6,11,390
56544C76,5,5,2,2,4,4,12,18,1,2,1,20160424,9.00,7,37,427
565FDE38,5,7,2,2,4,4,12,186,1,8,8,20160510,9.00,2,60,53
565FFA66,5,10,2,2,4,4,9,14,2,2,2,20160407,8.00,7,9,398
565FE747,5,34,2,2,4,4,12,155,1,2,1,20160506,9.00,0,64,120
565FFF71,5,10,2,2,3,3,10,15,2,2,2,20160328,8.00,15,34,193
56600F87,5,33,2,2,3,8,24,201,1,2,1,20160321,7.50,1,10,191
56600880,5,33,2,2,3,8,25,249,2,2,11,20160324,6.50,4,18,203
565FF056,5,7,2,2,3,3,8,190,2,8,2,20160510,6.50,10,59,182
5660C468,5,9,2,7,3,3,10,241,2,2,2,20160606,9.00,3,66,333
55D6C743,5,6,2,7,3,3,8,12,2,8,2,20160219,5.00,0,34,185
55D55977,5,1,1,4,3,3,8,162,1,10,1,20160205,2.50,0,95,83
55D84525,5,16,2,2,4,4,12,171,1,8,2,20160218,5.00,0,28,69
55D83105,5,16,2,2,4,4,12,171,1,8,1,20160218,5.00,0,16,77
55D7B581,5,1,2,2,4,4,9,167,2,8,11,20160111,5.00,0,31,305
55D63294,5,3,2,1,4,4,12,156,1,2,4,20160218,10.00,0,33,108
55D74064,5,43,2,1,4,15,74,349,2,8,11,20160107,4.00,0,62,71
55D62783,5,100,2,7,4,4,12,123,1,9,2,20160304,6.50,0,1,0
55D7BE90,5,1,2,2,4,4,9,167,2,8,2,20160111,5.00,0,66,223
55D83A14,5,16,2,2,4,4,12,171,1,8,11,20160220,5.00,0,11,103
55D58319,5,22,2,7,4,4,9,101,2,9,2,20160208,5.00,1,94,138
55D7A262,5,1,2,2,4,4,9,167,2,8,2,20160126,5.00,2,56,171
55D5A755,5,6,2,7,4,4,12,44,1,9,2,20160125,5.00,1,22,328
55D82492,5,16,2,2,4,4,12,171,1,8,9,20160224,5.00,3,52,67
55D78E42,5,16,1,4,3,3,8,217,1,10,2,20160423,3.00,6,30,311
55D67C68,5,72,1,4,3,3,8,12,2,10,2,20160128,2.50,0,17,212
55EE9739,5,1,2,4,4,4,9,95,2,8,11,20160308,4.00,0,57,188
55ECD185,5,2,1,4,4,4,9,45,2,10,12,0,3.00,0,12,665
55EFB424,5,1,2,4,3,3,8,162,2,2,8,20160219,4.00,0,32,130
55EC0D89,5,6,2,7,3,3,10,120,2,2,2,20160310,6.50,0,31,209
55EB5303,5,36,2,7,4,4,9,230,2,8,11,20160225,9.00,4,54,174
55EF4B19,5,1,2,4,4,4,12,93,1,9,1,20160205,4.00,0,73,162
55EFAF19,5,1,2,4,3,3,8,162,1,8,9,20160202,2.50,2,44,103
55EF0246,5,1,2,4,4,4,12,93,1,9,9,20160114,2.50,0,29,490
55EFA004,5,1,2,4,3,3,10,109,2,9,1,20160215,3.00,1,75,84
55EF3092,5,1,2,4,4,4,12,93,1,9,8,20160209,4.00,2,85,136
55F0CC04,5,16,1,4,4,4,9,26,2,10,5,20160228,1.50,7,76,97
55EDC428,5,10,2,2,4,4,12,77,1,8,1,20160208,8.00,1,65,177
55EDDF55,5,10,2,2,4,4,12,77,1,9,2,20160208,6.50,1,66,220
55F0E529,5,16,1,4,4,4,9,26,2,10,11,20160302,1.50,10,16,398
55EEFA38,5,1,2,4,4,4,12,93,1,9,2,20160112,2.50,0,60,261
55EF5428,5,1,2,4,4,4,12,93,1,9,5,20160205,4.00,0,47,190
55EF0C56,5,1,2,4,4,4,12,93,1,9,11,20160111,2.50,0,93,194
55EF1464,5,1,2,4,4,4,12,93,1,9,2,20160209,4.00,2,58,177
55F5F222,5,34,2,2,4,4,12,155,1,2,5,20160222,10.00,1,13,267
55F61D65,5,10,2,2,4,4,9,14,2,2,2,20160322,9.00,0,72,174
55F48B63,5,3,1,4,4,4,12,24,1,10,5,20160308,5.00,2,191,467
55F3CE74,5,33,2,5,3,8,25,249,1,8,2,20160113,6.50,0,66,119
55F65824,5,5,2,2,4,4,12,18,1,8,2,20160222,8.00,1,36,399
55F47D49,5,3,1,4,4,4,12,24,1,10,1,20160307,5.00,1,282,105
55F46E34,5,1,2,4,4,4,9,348,2,2,2,20160115,9.00,0,16,54
55F5E408,5,7,2,2,4,4,12,186,1,9,2,20160208,9.00,1,48,240
55F40F39,5,3,2,5,3,3,8,25,1,8,5,20160307,8.00,1,56,195
55F4B000,5,3,2,5,3,3,10,117,2,2,11,20160312,10.00,0,89,123
55F40529,5,3,2,5,3,3,10,117,2,2,5,20160225,10.00,0,20,131
55F41444,5,3,2,5,3,3,8,25,2,8,9,20160308,8.00,2,74,109
55F5E913,5,7,2,2,3,3,8,190,2,2,2,20160209,9.00,2,22,159
55F5D189,5,13,2,2,4,4,12,77,1,8,1,20160218,6.50,0,7,124
55F8D056,5,6,1,2,3,3,6,79,1,10,2,20160107,2.50,0,66,154
55F4B505,5,3,2,5,3,3,8,25,2,2,11,20160308,10.00,0,107,129
563C9505,5,16,2,2,4,4,9,167,2,8,11,20160319,5.00,6,11,259
563C0157,5,9,2,7,3,3,10,487,2,2,11,20160401,5.00,19,10,230
5651AF07,5,9,1,2,3,3,10,487,2,10,2,20160326,3.00,13,48,76
5652A452,5,24,1,4,3,3,8,223,1,10,2,20160319,2.50,6,4,228
5652F735,5,53,2,1,3,3,8,215,1,8,2,20160318,5.00,5,8,146
5651B412,5,9,1,2,3,3,10,487,2,10,11,20160326,3.00,13,44,59
56564D89,5,9,2,1,4,4,12,214,1,9,2,20160420,3.00,3,26,348
56585D17,5,34,1,2,3,3,10,194,2,10,1,20160405,7.50,5,46,231
5682EE14,5,36,2,2,3,3,10,429,2,8,2,20160401,6.50,5,18,154
5688F961,5,9,2,1,4,4,9,211,2,8,11,20160412,4.00,2,31,377
56897D93,5,9,2,1,3,3,10,210,2,8,2,20160414,3.00,4,30,206
56008C36,5,7,2,2,4,4,12,186,1,2,2,0,10.00,0,0,0
